"name","link","rank","draft_year","draft_rd","draft_pk","recruit_year","top","highSchool","coll","draft","rookie","success","highest"
"Luke Cothron","",45,,,,2010,1,0,,,,,"highSchool"
"Jayvaughn Pinkston","https://www.sports-reference.com/cbb/players/jayvaughn-pinkston-1.html",46,,,,2010,1,1,0,,,,"college"
"K.T. Harrell","https://www.sports-reference.com/cbb/players/kt-harrell-1.html",47,,,,2010,1,1,0,,,,"college"
"Vander Blue","/players/b/blueva01.html",48,,,,2010,1,1,0,,,,"college"
"Travis McKie","https://www.sports-reference.com/cbb/players/travis-mckie-1.html",49,,,,2010,1,1,0,,,,"college"
"Stacey Poole","https://www.sports-reference.com/cbb/players/stacey-poole-1.html",50,,,,2010,1,1,0,,,,"college"
"JT Terrell","https://www.sports-reference.com/cbb/players/jt-terrell-1.html",51,,,,2010,1,1,0,,,,"college"
"Casey Prather","/players/p/prathca01.html",52,,,,2010,1,1,0,,,,"college"
"Keala King","https://www.sports-reference.com/cbb/players/keala-king-1.html",53,,,,2010,1,1,0,,,,"college"
"Anthony Brown","/players/b/brownan02.html",54,2015,2,34,2010,1,1,1,0,,,"draft"
"Mychal Parker","https://www.sports-reference.com/cbb/players/mychal-parker-1.html",55,,,,2010,1,1,0,,,,"college"
"Lorenzo Brown","/players/b/brownlo01.html",56,2013,2,52,2010,1,1,1,0,,,"draft"
"Gary Franklin","https://www.sports-reference.com/cbb/players/gary-franklin-1.html",57,,,,2010,1,1,0,,,,"college"
"James Johnson","https://www.sports-reference.com/cbb/players/james-johnson-5.html",58,,,,2010,1,1,0,,,,"college"
"Tarik Black","/players/b/blackta01.html",59,,,,2010,1,1,0,,,,"college"
"Trevor Releford","https://www.sports-reference.com/cbb/players/trevor-releford-1.html",60,,,,2010,1,1,0,,,,"college"
"Rion Brown","https://www.sports-reference.com/cbb/players/rion-brown-1.html",61,,,,2010,1,1,0,,,,"college"
"Damontre Harris","https://www.sports-reference.com/cbb/players/damontre-harris-1.html",61,,,,2010,1,1,0,,,,"college"
"Jordan Sibert","/players/s/siberjo01.html",63,,,,2010,1,1,0,,,,"college"
"Gerard Coleman","https://www.sports-reference.com/cbb/players/gerard-coleman-1.html",64,,,,2010,1,1,0,,,,"college"
"James Bell","https://www.sports-reference.com/cbb/players/james-bell-1.html",65,,,,2010,1,1,0,,,,"college"
"Carson Desrosiers","https://www.sports-reference.com/cbb/players/carson-desrosiers-1.html",66,,,,2010,1,1,0,,,,"college"
"J.J. Moore","https://www.sports-reference.com/cbb/players/jj-moore-1.html",67,,,,2010,1,1,0,,,,"college"
"Noah Cottrill","",68,,,,2010,1,0,,,,,"highSchool"
"Gorgui Dieng","/players/d/dienggo01.html",69,2013,1,21,2010,1,1,1,1,1,1,"success"
"Daniel Bejarano","https://www.sports-reference.com/cbb/players/daniel-bejarano-1.html",70,,,,2010,1,1,0,,,,"college"
"Allen Crabbe","/players/c/crabbal01.html",71,2013,2,31,2010,1,1,1,0,,,"draft"
"Mike Cobbins","/players/c/cobbimi01.html",72,,,,2010,1,1,0,,,,"college"
"Bruce Ellington","https://www.sports-reference.com/cbb/players/bruce-ellington-1.html",73,,,,2010,1,1,0,,,,"college"
"Jamail Jones","https://www.sports-reference.com/cbb/players/jamail-jones-1.html",74,,,,2010,1,0,,,,,"highSchool"
"Shabazz Napier","/players/n/napiesh01.html",75,2014,1,24,2010,1,1,1,1,0,,"rookie"
"Crandall Head","https://www.sports-reference.com/cbb/players/crandall-head-1.html",76,,,,2010,1,1,0,,,,"college"
"Jason Morris","https://www.sports-reference.com/cbb/players/jason-morris-1.html",77,,,,2010,1,1,0,,,,"college"
"Jeremy Lamb","/players/l/lambje01.html",78,2012,1,12,2010,1,1,1,1,1,3,"success"
"Juwan Staten","/players/s/stateju01.html",79,,,,2010,1,1,0,,,,"college"
"Evan Smotrycz","https://www.sports-reference.com/cbb/players/evan-smotrycz-1.html",80,,,,2010,1,1,0,,,,"college"
"Rod Odom","https://www.sports-reference.com/cbb/players/rod-odom-1.html",81,,,,2010,1,1,0,,,,"college"
"Bryce Dejean-Jones","/players/d/dejeabr01.html",82,,,,2010,1,1,0,,,,"college"
"Kadeem Jack","/players/j/jackka01.html",83,,,,2010,1,1,0,,,,"college"
"Terone Johnson","https://www.sports-reference.com/cbb/players/terone-johnson-1.html",84,,,,2010,1,1,0,,,,"college"
"Matt Derenbecker","https://www.sports-reference.com/cbb/players/matt-derenbecker-1.html",85,,,,2010,1,1,0,,,,"college"
"Trae Golden","https://www.sports-reference.com/cbb/players/trae-golden-1.html",86,,,,2010,1,1,0,,,,"college"
"Justin Martin","https://www.sports-reference.com/cbb/players/justin-martin-1.html",87,,,,2010,1,1,0,,,,"college"
"Cody Larson","https://www.sports-reference.com/cbb/players/cody-larson-1.html",88,,,,2010,1,1,0,,,,"college"
"Jarell Eddie","/players/e/eddieja01.html",89,,,,2010,1,1,0,,,,"college"
"Keith Davis","https://www.sports-reference.com/cbb/players/keith-davis-1.html",90,,,,2010,1,1,0,,,,"college"
"Dwayne Polee","https://www.sports-reference.com/cbb/players/dwayne-polee-2.html",90,,,,2010,1,1,0,,,,"college"
"Russell Byrd","https://www.sports-reference.com/cbb/players/russell-byrd-1.html",92,,,,2010,1,1,0,,,,"college"
"Melvin Tabb","https://www.sports-reference.com/cbb/players/melvin-tabb-1.html",93,,,,2010,1,1,0,,,,"college"
"Markel Starks","https://www.sports-reference.com/cbb/players/markel-starks-1.html",94,,,,2010,1,1,0,,,,"college"
"Evan Anderson","https://www.sports-reference.com/cbb/players/evan-anderson-1.html",95,,,,2010,1,1,0,,,,"college"
"C.J. Fair","/players/f/faircj02.html",96,,,,2010,1,1,0,,,,"college"
"Demarco Cox","https://www.sports-reference.com/cbb/players/demarco-cox-1.html",97,,,,2010,1,1,0,,,,"college"
"Alex Kirk","/players/k/kirkal01.html",98,,,,2010,1,1,0,,,,"college"
"C.J. Aiken","/players/a/aikencj01.html",98,,,,2010,1,1,0,,,,"college"
"Ralston Turner","https://www.sports-reference.com/cbb/players/ralston-turner-1.html",100,,,,2010,1,1,0,,,,"college"
"Anthony Davis","/players/d/davisan02.html",1,2012,1,1,2011,1,1,1,1,1,1,"success"
"Austin Rivers","/players/r/riverau01.html",2,2012,1,10,2011,1,1,1,1,1,3,"success"
"Michael Kidd-Gilchrist","/players/k/kiddgmi01.html",3,2012,1,2,2011,1,1,1,1,1,3,"success"
"Bradley Beal","/players/b/bealbr01.html",4,2012,1,3,2011,1,1,1,1,1,2,"success"
"Quincy Miller","/players/m/millequ01.html",5,2012,2,38,2011,1,1,1,0,,,"draft"
"James Michael McAdoo","/players/m/mcadoja01.html",6,,,,2011,1,1,0,,,,"college"
"Marquis Teague","/players/t/teaguma01.html",7,2012,1,29,2011,1,1,1,0,,,"draft"
"Le'Bryan Nash","/players/n/nashle01.html",8,,,,2011,1,1,0,,,,"college"
"Adonis Thomas","/players/t/thomaad01.html",9,,,,2011,1,1,0,,,,"college"
"Cody Zeller","/players/z/zelleco01.html",10,2013,1,4,2011,1,1,1,1,1,2,"success"
"P.J. Hairston","/players/h/hairspj02.html",11,2014,1,26,2011,1,1,1,0,,,"draft"
"Khem Birch","/players/b/birchkh01.html",11,,,,2011,1,1,0,,,,"college"
"Myck Kabongo","/players/k/kabonmy01.html",13,,,,2011,1,1,0,,,,"college"
"Josiah Turner","https://www.sports-reference.com/cbb/players/josiah-turner-1.html",14,,,,2011,1,1,0,,,,"college"
"Kentavious Caldwell-Pope","/players/c/caldwke01.html",15,2013,1,8,2011,1,1,1,1,1,2,"success"
"Jabari Brown","/players/b/brownja01.html",16,,,,2011,1,1,0,,,,"college"
"Branden Dawson","/players/d/dawsobr01.html",17,2015,2,56,2011,1,1,1,0,,,"draft"
"Tony Wroten","/players/w/wroteto01.html",18,2012,1,25,2011,1,1,1,1,0,,"rookie"
"Kyle Wiltjer","/players/w/wiltjky01.html",19,,,,2011,1,1,0,,,,"college"
"B.J. Young","/players/y/youngbj01.html",20,,,,2011,1,1,0,,,,"college"
"Rakeem Christmas","/players/c/chrisra01.html",21,2015,2,36,2011,1,1,1,0,,,"draft"
"Dorian Finney-Smith","/players/f/finnedo01.html",22,,,,2011,1,1,0,,,,"college"
"Nick Johnson","/players/j/johnsni01.html",22,2014,2,42,2011,1,1,1,0,,,"draft"
"Chane Behanan","https://www.sports-reference.com/cbb/players/chane-behanan-1.html",24,,,,2011,1,1,0,,,,"college"
"Michael Carter-Williams","/players/c/cartemi01.html",25,2013,1,11,2011,1,1,1,1,1,3,"success"
"Wayne Blackshear","https://www.sports-reference.com/cbb/players/wayne-blackshear-1.html",26,,,,2011,1,1,0,,,,"college"
"Rodney Hood","/players/h/hoodro01.html",27,2014,1,23,2011,1,1,1,1,1,3,"success"
"Michael Gbinije","/players/g/gbinimi01.html",28,2016,2,49,2011,1,1,1,0,,,"draft"
"Levi Randolph","/players/r/randole01.html",29,,,,2011,1,1,0,,,,"college"
"Jahii Carson","https://www.sports-reference.com/cbb/players/jahii-carson-1.html",30,,,,2011,1,1,0,,,,"college"
"Quinn Cook","/players/c/cookqu01.html",31,,,,2011,1,1,0,,,,"college"
"DeAndre Daniels","/players/d/daniede01.html",32,2014,2,37,2011,1,1,1,0,,,"draft"
"Shannon Scott","/players/s/scottsh02.html",32,,,,2011,1,1,0,,,,"college"
"Otto Porter","/players/p/porteot01.html",34,2013,1,3,2011,1,1,1,1,1,1,"success"
"Sir'Dominic Pointer","/players/p/pointsi01.html",35,2015,2,53,2011,1,1,1,0,,,"draft"
"Trevor Lacey","https://www.sports-reference.com/cbb/players/trevor-lacey-1.html",36,,,,2011,1,1,0,,,,"college"
"Adjehi Baru","https://www.sports-reference.com/cbb/players/adjehi-baru-1.html",37,,,,2011,1,1,0,,,,"college"
"Maurice Harkless","/players/h/harklma01.html",38,2012,1,15,2011,1,1,1,1,1,3,"success"
"Johnny O'Bryant","/players/o/obryajo01.html",39,2014,2,36,2011,1,1,1,0,,,"draft"
"Jakarr Sampson","/players/s/sampsja02.html",40,,,,2011,1,1,0,,,,"college"
"Ben McLemore","/players/m/mclembe01.html",41,2013,1,7,2011,1,1,1,1,1,3,"success"
"Rashad Madden","https://www.sports-reference.com/cbb/players/rashad-madden-1.html",42,,,,2011,1,1,0,,,,"college"
"Nick Faust","https://www.sports-reference.com/cbb/players/nick-faust-1.html",43,,,,2011,1,1,0,,,,"college"
"LaQuinton Ross","https://www.sports-reference.com/cbb/players/laquinton-ross-1.html",44,,,,2011,1,1,0,,,,"college"
"Dai-Jon Parker","https://www.sports-reference.com/cbb/players/dai-jon-parker-1.html",45,,,,2011,1,1,0,,,,"college"
"Sam Thompson","/players/t/thompsa01.html",46,,,,2011,1,1,0,,,,"college"
"D'Angelo Harrison","https://www.sports-reference.com/cbb/players/dangelo-harrison-1.html",47,,,,2011,1,1,0,,,,"college"
"Sheldon McClellan","/players/m/mcclesh01.html",48,,,,2011,1,1,0,,,,"college"
"Alex Murphy","https://www.sports-reference.com/cbb/players/alex-murphy-1.html",49,,,,2011,1,1,0,,,,"college"
"Amir Williams","https://www.sports-reference.com/cbb/players/amir-williams-1.html",50,,,,2011,1,1,0,,,,"college"
"Norvel Pelle","/players/p/pelleno01.html",51,,,,2011,1,0,,,,,"highSchool"
"Jamal Branch","https://www.sports-reference.com/cbb/players/jamal-branch-1.html",52,,,,2011,1,1,0,,,,"college"
"Norman Powell","/players/p/powelno01.html",53,2015,2,46,2011,1,1,1,0,,,"draft"
"Dez Wells","/players/w/wellsde01.html",54,,,,2011,1,1,0,,,,"college"
"Michael Chandler","https://www.sports-reference.com/cbb/players/michael-chandler-2.html",55,,,,2011,1,1,0,,,,"college"
"Deuce Bello","https://www.sports-reference.com/cbb/players/deuce-bello-1.html",56,,,,2011,1,1,0,,,,"college"
"Tyrone Johnson","https://www.sports-reference.com/cbb/players/ty-johnson-1.html",56,,,,2011,1,1,0,,,,"college"
"Zach Price","https://www.sports-reference.com/cbb/players/zach-price-1.html",58,,,,2011,1,1,0,,,,"college"
"Chris Jones","https://www.sports-reference.com/cbb/players/chris-jones-6.html",59,,,,2011,1,1,0,,,,"college"
"Angelo Chol","https://www.sports-reference.com/cbb/players/angelo-chol-1.html",59,,,,2011,1,1,0,,,,"college"
"Marshall Plumlee","/players/p/plumlma02.html",61,,,,2011,1,1,0,,,,"college"
"Aaron Thomas","https://www.sports-reference.com/cbb/players/aaron-thomas-3.html",62,,,,2011,1,1,0,,,,"college"
"Chasson Randle","/players/r/randlch01.html",63,,,,2011,1,1,0,,,,"college"
"Ryan Boatright","/players/b/boatrry01.html",64,,,,2011,1,1,0,,,,"college"
"Mike Shaw","https://www.sports-reference.com/cbb/players/mike-shaw-1.html",65,,,,2011,1,1,0,,,,"college"
"Myke Henry","/players/h/henrymy01.html",66,,,,2011,1,1,0,,,,"college"
"Antwan Space","https://www.sports-reference.com/cbb/players/antwan-space-1.html",67,,,,2011,1,1,0,,,,"college"
"Julien Lewis","https://www.sports-reference.com/cbb/players/julien-lewis-1.html",68,,,,2011,1,1,0,,,,"college"
"Tracy Abrams","https://www.sports-reference.com/cbb/players/tracy-abrams-1.html",69,,,,2011,1,1,0,,,,"college"
"Jonathan Holmes","/players/h/holmejo01.html",70,,,,2011,1,1,0,,,,"college"
"Hunter Mickelson","https://www.sports-reference.com/cbb/players/hunter-mickelson-1.html",71,,,,2011,1,1,0,,,,"college"
"Julian Royal","https://www.sports-reference.com/cbb/players/julian-royal-1.html",72,,,,2011,1,1,0,,,,"college"
"Amir Garrett","https://www.sports-reference.com/cbb/players/amir-garrett-1.html",73,,,,2011,1,1,0,,,,"college"
"Malcolm Gilbert","https://www.sports-reference.com/cbb/players/malcolm-gilbert-1.html",74,,,,2011,1,1,0,,,,"college"
"Kevin Ware","https://www.sports-reference.com/cbb/players/kevin-ware-1.html",74,,,,2011,1,1,0,,,,"college"
"Erik Copes","https://www.sports-reference.com/cbb/players/erik-copes-1.html",76,,,,2011,1,1,0,,,,"college"
"Gary Bell","https://www.sports-reference.com/cbb/players/gary-bell-1.html",77,,,,2011,1,1,0,,,,"college"
"Nnanna Egwu","/players/e/egwunn01.html",78,,,,2011,1,1,0,,,,"college"
"Trevor Cooney","https://www.sports-reference.com/cbb/players/trevor-cooney-1.html",79,,,,2011,1,1,0,,,,"college"
"Tyler Adams","https://www.sports-reference.com/cbb/players/tyler-adams-1.html",80,,,,2011,1,1,0,,,,"college"
"Juan Anderson","https://www.sports-reference.com/cbb/players/juan-anderson-1.html",81,,,,2011,1,1,0,,,,"college"
"Myles Mack","https://www.sports-reference.com/cbb/players/myles-mack-1.html",81,,,,2011,1,1,0,,,,"college"
"Cezar Guerrero","https://www.sports-reference.com/cbb/players/cezar-guerrero-1.html",83,,,,2011,1,1,0,,,,"college"
"Joseph Uchebo","https://www.sports-reference.com/cbb/players/joseph-uchebo-1.html",83,,,,2011,1,1,0,,,,"college"
"Jabarie Hinds","https://www.sports-reference.com/cbb/players/jabarie-hinds-1.html",85,,,,2011,1,1,0,,,,"college"
"D.J. Gardner","",86,,,,2011,1,1,0,,,,"college"
"Robert Brown","https://www.sports-reference.com/cbb/players/robert-brown-4.html",86,,,,2011,1,1,0,,,,"college"
"Derrick Gordon","https://www.sports-reference.com/cbb/players/derrick-gordon-1.html",86,,,,2011,1,1,0,,,,"college"
"Sidiki Johnson","https://www.sports-reference.com/cbb/players/sidiki-johnson-1.html",89,,,,2011,1,1,0,,,,"college"
"Rodney Cooper","https://www.sports-reference.com/cbb/players/rodney-cooper-1.html",90,,,,2011,1,1,0,,,,"college"
"Naadir Tharpe","https://www.sports-reference.com/cbb/players/naadir-tharpe-1.html",91,,,,2011,1,1,0,,,,"college"
"Deville Smith","https://www.sports-reference.com/cbb/players/deville-smith-1.html",92,,,,2011,1,1,0,,,,"college"
"Shaquille Thomas","https://www.sports-reference.com/cbb/players/shaquille-thomas-1.html",93,,,,2011,1,1,0,,,,"college"
"Malcolm Brogdon","/players/b/brogdma01.html",94,2016,2,36,2011,1,1,1,1,0,,"rookie"
"Kedren Johnson","https://www.sports-reference.com/cbb/players/kedren-johnson-1.html",95,,,,2011,1,1,0,,,,"college"
"Bernard Sullivan","https://www.sports-reference.com/cbb/players/bernard-sullivan-1.html",96,,,,2011,1,1,0,,,,"college"
"Carlton Brundidge","https://www.sports-reference.com/cbb/players/carlton-brundidge-1.html",97,,,,2011,1,1,0,,,,"college"
"Mikael Hopkins","https://www.sports-reference.com/cbb/players/mikael-hopkins-1.html",98,,,,2011,1,1,0,,,,"college"
"Damien Leonard","https://www.sports-reference.com/cbb/players/damien-leonard-1.html",99,,,,2011,1,1,0,,,,"college"
"C.J. Barksdale","https://www.sports-reference.com/cbb/players/cj-barksdale-1.html",100,,,,2011,1,1,0,,,,"college"
"Shabazz Muhammad","/players/m/muhamsh01.html",1,2013,1,14,2012,1,1,1,1,1,4,"success"
"Nerlens Noel","/players/n/noelne01.html",1,2013,1,6,2012,1,1,1,1,1,2,"success"
"Kyle Anderson","/players/a/anderky01.html",3,2014,1,30,2012,1,1,1,1,0,,"rookie"
"Isaiah Austin","https://www.sports-reference.com/cbb/players/isaiah-austin-1.html",3,,,,2012,1,1,0,,,,"college"
"Steven Adams","/players/a/adamsst01.html",5,2013,1,12,2012,1,1,1,1,1,2,"success"
"Anthony Bennett","/players/b/bennean01.html",6,2013,1,1,2012,1,1,1,0,,,"draft"
"Kaleb Tarczewski","/players/t/tarczka01.html",7,,,,2012,1,1,0,,,,"college"
"Alex Poythress","/players/p/poythal01.html",8,,,,2012,1,1,0,,,,"college"
"Marcus Smart","/players/s/smartma01.html",9,2014,1,6,2012,1,1,1,1,1,3,"success"
"Archie Goodwin","/players/g/goodwar01.html",10,2013,1,29,2012,1,1,1,0,,,"draft"
"Grant Jerrett","/players/j/jerregr01.html",11,2013,2,40,2012,1,1,1,0,,,"draft"
"Rasheed Sulaimon","/players/s/sulaira01.html",12,,,,2012,1,1,0,,,,"college"
"Ricky Ledo","/players/l/ledori01.html",13,2013,2,43,2012,1,1,1,0,,,"draft"
"Cameron Ridley","https://www.sports-reference.com/cbb/players/cameron-ridley-1.html",14,,,,2012,1,1,0,,,,"college"
"Brandon Ashley","/players/a/ashlebr01.html",15,,,,2012,1,1,0,,,,"college"
"Gary Harris","/players/h/harriga01.html",16,2014,1,19,2012,1,1,1,1,1,2,"success"
"Rodney Purvis","/players/p/purviro01.html",17,,,,2012,1,1,0,,,,"college"
"Dajuan Coleman","https://www.sports-reference.com/cbb/players/dajuan-coleman-1.html",18,,,,2012,1,1,0,,,,"college"
"Sam Dekker","/players/d/dekkesa01.html",19,2015,1,18,2012,1,1,1,0,,,"draft"
"Kris Dunn","/players/d/dunnkr01.html",20,2016,1,5,2012,1,1,1,1,0,,"rookie"
"Amile Jefferson","/players/j/jeffeam01.html",21,,,,2012,1,1,0,,,,"college"
"Devonta Pollard","https://www.sports-reference.com/cbb/players/devonta-pollard-1.html",22,,,,2012,1,1,0,,,,"college"
"Glenn Robinson","/players/r/robingl02.html",23,2014,2,40,2012,1,1,1,0,,,"draft"
"Tony Parker","https://www.sports-reference.com/cbb/players/tony-parker-1.html",24,,,,2012,1,1,0,,,,"college"
"Yogi Ferrell","/players/f/ferreyo01.html",25,,,,2012,1,1,0,,,,"college"
"Mitch McGary","/players/m/mcgarmi01.html",26,2014,1,21,2012,1,1,1,0,,,"draft"
"T.J. Warren","/players/w/warretj01.html",27,2014,1,14,2012,1,1,1,1,1,3,"success"
"Marcus Paige","/players/p/paigema01.html",28,2016,2,55,2012,1,1,1,0,,,"draft"
"Danuel House","/players/h/houseda01.html",29,,,,2012,1,1,0,,,,"college"
"Robert Carter","https://www.sports-reference.com/cbb/players/robert-carter-1.html",30,,,,2012,1,1,0,,,,"college"
"Perry Ellis","/players/e/ellispe02.html",31,,,,2012,1,1,0,,,,"college"
"Rico Gathers","https://www.sports-reference.com/cbb/players/rico-gathers-1.html",32,,,,2012,1,1,0,,,,"college"
"Winston Shepard","https://www.sports-reference.com/cbb/players/winston-shepard-1.html",33,,,,2012,1,1,0,,,,"college"
"Shaquille Cleare","https://www.sports-reference.com/cbb/players/shaquille-cleare-1.html",34,,,,2012,1,1,0,,,,"college"
"Shaq Goodwin","https://www.sports-reference.com/cbb/players/shaq-goodwin-1.html",35,,,,2012,1,1,0,,,,"college"
"Katin Reinhardt","https://www.sports-reference.com/cbb/players/katin-reinhardt-1.html",36,,,,2012,1,1,0,,,,"college"
"D'Vauntes Smith-Rivera","/players/s/smithdv01.html",37,,,,2012,1,1,0,,,,"college"
"Willie Cauley-Stein","/players/c/caulewi01.html",38,2015,1,6,2012,1,1,1,1,0,,"rookie"
"Omar Calhoun","https://www.sports-reference.com/cbb/players/omar-calhoun-1.html",39,,,,2012,1,1,0,,,,"college"
"Brice Johnson","/players/j/johnsbr02.html",40,2016,1,25,2012,1,1,1,0,,,"draft"
"Jerami Grant","/players/g/grantje01.html",41,2014,2,39,2012,1,1,1,1,1,3,"success"
"Adam Woodbury","https://www.sports-reference.com/cbb/players/adam-woodbury-1.html",42,,,,2012,1,1,0,,,,"college"
"Tyler Lewis","https://www.sports-reference.com/cbb/players/tyler-lewis-1.html",43,,,,2012,1,1,0,,,,"college"
"Jeremy Hollowell","https://www.sports-reference.com/cbb/players/jeremy-hollowell-1.html",44,,,,2012,1,1,0,,,,"college"
"Daniel Ochefu","/players/o/ochefda01.html",44,,,,2012,1,1,0,,,,"college"
"Cameron Biedscheid","https://www.sports-reference.com/cbb/players/cameron-biedscheid-1.html",46,,,,2012,1,1,0,,,,"college"
"Gabe York","/players/y/yorkga01.html",47,,,,2012,1,1,0,,,,"college"
"Justin Anderson","/players/a/anderju01.html",48,2015,1,21,2012,1,1,1,0,,,"draft"
"Semaj Christon","/players/c/chrisse01.html",49,2014,2,55,2012,1,1,1,0,,,"draft"
"Josh Scott","https://www.sports-reference.com/cbb/players/josh-scott-2.html",50,,,,2012,1,1,0,,,,"college"
"Hanner Mosquera-Perea","https://www.sports-reference.com/cbb/players/hanner-mosquera-perea-1.html",50,,,,2012,1,1,0,,,,"college"
"Andrew White","/players/w/whitean01.html",52,,,,2012,1,1,0,,,,"college"
"Robert Upshaw","/players/u/upsharo01.html",53,,,,2012,1,1,0,,,,"college"
"Braxton Ogbueze","https://www.sports-reference.com/cbb/players/braxton-ogbueze-1.html",54,,,,2012,1,1,0,,,,"college"
"Ryan Arcidiacono","/players/a/arcidry01.html",55,,,,2012,1,1,0,,,,"college"
"Dominic Artis","https://www.sports-reference.com/cbb/players/dominic-artis-1.html",56,,,,2012,1,1,0,,,,"college"
"J.P. Tokoto","/players/t/tokotjp01.html",57,2015,2,58,2012,1,1,1,0,,,"draft"
"Joel James","https://www.sports-reference.com/cbb/players/joel-james-1.html",58,,,,2012,1,1,0,,,,"college"
"Jordan Adams","/players/a/adamsjo01.html",59,2014,1,22,2012,1,1,1,0,,,"draft"
"Montay Brandon","https://www.sports-reference.com/cbb/players/montay-brandon-1.html",60,,,,2012,1,1,0,,,,"college"
"Elijah Macon","https://www.sports-reference.com/cbb/players/elijah-macon-1.html",61,,,,2012,1,1,0,,,,"college"
"Prince Ibeh","https://www.sports-reference.com/cbb/players/prince-ibeh-1.html",62,,,,2012,1,1,0,,,,"college"
"James Robinson","https://www.sports-reference.com/cbb/players/james-robinson-2.html",63,,,,2012,1,1,0,,,,"college"
"Danrad Knowles","https://www.sports-reference.com/cbb/players/danrad-knowles-1.html",64,,,,2012,1,1,0,,,,"college"
"J'Mychal Reese","https://www.sports-reference.com/cbb/players/jmychal-reese-1.html",65,,,,2012,1,1,0,,,,"college"
"L.J. Rose","https://www.sports-reference.com/cbb/players/lj-rose-2.html",66,,,,2012,1,1,0,,,,"college"
"Jake Layman","/players/l/laymaja01.html",67,2016,2,47,2012,1,1,1,0,,,"draft"
"Xavier Johnson","https://www.sports-reference.com/cbb/players/xavier-johnson-1.html",67,,,,2012,1,1,0,,,,"college"
"Chris Obekpa","/players/o/obekpch01.html",69,,,,2012,1,1,0,,,,"college"
"Jordan Price","https://www.sports-reference.com/cbb/players/jordan-price-1.html",70,,,,2012,1,1,0,,,,"college"
"Georges Niang","/players/n/niangge01.html",71,2016,2,50,2012,1,1,1,0,,,"draft"
"Torian Graham","/players/g/grahato01.html",72,,,,2012,1,1,0,,,,"college"
"Rosco Allen","https://www.sports-reference.com/cbb/players/rosco-allen-1.html",73,,,,2012,1,1,0,,,,"college"
"Evan Nolte","https://www.sports-reference.com/cbb/players/evan-nolte-1.html",74,,,,2012,1,1,0,,,,"college"
"Terry Rozier","/players/r/roziete01.html",75,2015,1,16,2012,1,1,1,1,0,,"rookie"
"Codi Miller-McIntyre","/players/m/milleco01.html",75,,,,2012,1,1,0,,,,"college"
"A.J. Hammons","/players/h/hammoaj01.html",75,2016,2,46,2012,1,1,1,0,,,"draft"
"Nik Stauskas","/players/s/stausni01.html",78,2014,1,8,2012,1,1,1,1,1,4,"success"
"JaKarr Sampson","/players/s/sampsja02.html",79,,,,2012,1,1,0,,,,"college"
"Javan Felix","https://www.sports-reference.com/cbb/players/javan-felix-1.html",80,,,,2012,1,1,0,,,,"college"
"Alex Caruso","/players/c/carusal01.html",81,,,,2012,1,1,0,,,,"college"
"Steve Taylor","https://www.sports-reference.com/cbb/players/steve-taylor-2.html",82,,,,2012,1,1,0,,,,"college"
"Savon Goodman","https://www.sports-reference.com/cbb/players/savon-goodman-1.html",82,,,,2012,1,1,0,,,,"college"
"Melvin Johnson","https://www.sports-reference.com/cbb/players/melvin-johnson-2.html",84,,,,2012,1,1,0,,,,"college"
"Montrezl Harrell","/players/h/harremo01.html",85,2015,2,32,2012,1,1,1,0,,,"draft"
"Michael Frazier","/players/f/frazimi01.html",86,,,,2012,1,1,0,,,,"college"
"Matt Costello","/players/c/costema01.html",86,,,,2012,1,1,0,,,,"college"
"Mike Gesell","https://www.sports-reference.com/cbb/players/mike-gesell-1.html",88,,,,2012,1,1,0,,,,"college"
"Denzel Valentine","/players/v/valende01.html",88,2016,1,14,2012,1,1,1,1,0,,"rookie"
"Arnaud William Adala Moto","https://www.sports-reference.com/cbb/players/arnaudwilliam-adalamoto-1.html",90,,,,2012,1,1,0,,,,"college"
"Marcus Georges-Hunt","/players/g/georgma01.html",91,,,,2012,1,1,0,,,,"college"
"Ronnie Johnson","https://www.sports-reference.com/cbb/players/ronnie-johnson-1.html",92,,,,2012,1,1,0,,,,"college"
"Mike Tobey","/players/t/tobeymi01.html",92,,,,2012,1,1,0,,,,"college"
"Tyrone Wallace","/players/w/wallaty01.html",94,2016,2,60,2012,1,1,1,0,,,"draft"
"Anthony January","",94,,,,2012,1,0,,,,,"highSchool"
"Kellen Dunham","https://www.sports-reference.com/cbb/players/kellen-dunham-1.html",96,,,,2012,1,1,0,,,,"college"
"Grant Verhoeven","https://www.sports-reference.com/cbb/players/grant-verhoeven-1.html",97,,,,2012,1,1,0,,,,"college"
"Jordan Loveridge","https://www.sports-reference.com/cbb/players/jordan-loveridge-1.html",98,,,,2012,1,1,0,,,,"college"
"Kenny Kaminski","https://www.sports-reference.com/cbb/players/kenny-kaminski-1.html",98,,,,2012,1,1,0,,,,"college"
"Aaron Thomas","https://www.sports-reference.com/cbb/players/aaron-thomas-3.html",100,,,,2012,1,1,0,,,,"college"
"Andrew Wiggins","/players/w/wiggian01.html",1,2014,1,1,2013,1,1,1,1,1,4,"success"
"Julius Randle","/players/r/randlju01.html",2,2014,1,7,2013,1,1,1,1,1,3,"success"
"Jabari Parker","/players/p/parkeja01.html",3,2014,1,2,2013,1,1,1,1,1,3,"success"
"Aaron Gordon","/players/g/gordoaa01.html",4,2014,1,4,2013,1,1,1,1,1,2,"success"
